Date	SARB Hawkish-Dovish
2019-04-30	0.000381985920146
2019-05-01	0.000204081632653
2019-05-02	0.000204081632653
2019-05-03	0.000204081632653
2019-05-04	0.000874772444189
2019-05-05	0.000874772444189
2019-05-06	0.000874772444189
2019-05-07	0.000670690811536
2019-05-08	0.000670690811536
2019-05-09	0.000670690811536
2019-05-10	0.000670690811536
2019-05-11	3.46944695195e-18
2019-05-12	3.46944695195e-18
2019-05-13	3.46944695195e-18
2019-05-14	0.000174855744011
2019-05-15	0.000174855744011
2019-05-16	0.000174855744011
2019-05-17	0.000174855744011
2019-05-18	0.000174855744011
2019-05-19	0.000575015808037
2019-05-20	0.000937137843163
2019-05-21	0.00111501578522
2019-05-22	0.00147305373724
2019-05-23	0.00112162165149
2019-05-24	0.000475209240374
2019-05-25	0.000475209240374
2019-05-26	7.50491763481e-05
2019-05-27	-0.000692341349153
2019-05-28	-0.00175316496264
2019-05-29	-0.00211120291466
2019-05-30	-0.00175977082891
2019-05-31	-0.0011133584178
2019-06-01	-0.0011133584178
2019-06-02	-0.0011133584178
2019-06-03	-0.000708089927421
2019-06-04	3.34553813224e-18
2019-06-05	-0.000769082868679
2019-06-06	-0.00175839826243
2019-06-07	-0.00247387644034
2019-06-08	-0.00247387644034
2019-06-09	-0.00247387644034
2019-06-10	-0.00284254003481
2019-06-11	-0.00284254003481
